step,process_loss,time
0,0.9412832856178284,12.583063840866089
0,0.8975074887275696,13.811724185943604
0,0.6244418025016785,13.810917854309082
1,0.8928708434104919,11.958969354629517
1,0.7918105125427246,12.143449306488037
1,0.6271342039108276,12.110488653182983
1,0.6797137260437012,12.10442566871643
2,0.6499286890029907,12.083275318145752
2,0.7331114411354065,12.170201063156128
2,0.7076497673988342,12.183775186538696
3,0.7530369758605957,11.527629852294922
3,0.6006006598472595,11.509440422058105
3,0.6082603335380554,11.447949171066284
4,0.7481550574302673,11.97294569015503
4,0.7701761722564697,12.184628963470459
4,0.7028261423110962,12.14330530166626
4,0.671589732170105,12.127750635147095
5,0.7163247466087341,12.053003311157227
5,0.6496524214744568,12.182443141937256
5,0.7852978706359863,12.183388471603394
6,0.7121798992156982,11.824813604354858
6,0.6816577911376953,11.910499572753906
6,0.6513295769691467,11.928512334823608
7,0.7204083204269409,11.98233413696289

7,0.724005937576294,12.171675205230713
7,0.751022219657898,12.124765157699585
8,0.6837247610092163,11.728079080581665
8,0.7426831126213074,11.829099893569946
8,0.6548188924789429,11.811256408691406
9,0.7058277130126953,11.839003801345825
9,0.6736164689064026,11.840293884277344
9,0.707629382610321,11.885889291763306
9,0.7025787830352783,11.686467409133911
10,0.674322783946991,11.206397533416748
10,0.6864630579948425,11.329025030136108
10,0.658890426158905,11.35119915008545
11,0.6346275806427002,11.49223279953003
11,0.7301201820373535,11.696704149246216
11,0.7404108047485352,11.696311950683594
11,0.6145504713058472,11.721113443374634
12,0.7356266379356384,11.246761560440063
12,0.6911786794662476,11.373127460479736
12,0.6967118978500366,11.353883504867554
12,0.6975117325782776,11.378865957260132
13,0.6921250820159912,11.838603734970093
13,0.6838893890380859,11.795774459838867
13,0.6983460187911987,11.809245347976685
13,0.7202006578445435,11.640912532806396
14,0.64417964220047,11.642042875289917
14,0.7272282838821411,11.660570859909058
14,0.694299578666687,11.643746614456177
14,0.6969020366668701,11.47335410118103
15,0.6632837057113647,11.644420623779297
15,0.723535418510437,11.809365272521973

15,0.6789698004722595,11.794779300689697
16,0.7012203335762024,11.442223072052002
16,0.6519253253936768,11.656211853027344
16,0.661831259727478,11.630167961120605
16,0.6867842674255371,11.630016565322876
17,0.7012290954589844,11.65452241897583
17,0.7014889121055603,11.664245367050171
17,0.6528067588806152,11.592076778411865
18,0.6856709122657776,11.7005033493042
18,0.682130753993988,11.912225484848022

18,0.6868187785148621,11.894856929779053
19,0.6888301372528076,11.275859594345093
19,0.6634982228279114,11.420591831207275
19,0.6754285097122192,11.426322937011719
19,0.6719107031822205,11.416896343231201
20,0.6908310055732727,11.75654911994934
20,0.6581270694732666,11.998659133911133
20,0.6873687505722046,11.96088981628418
20,0.6566499471664429,11.964219093322754
21,0.6993993520736694,11.339729309082031
21,0.7326024174690247,11.451428413391113
21,0.6778276562690735,11.46881103515625
21,0.6318873167037964,11.47072958946228
22,0.634501576423645,11.959203720092773

22,0.6204068660736084,11.961167097091675
22,0.6756141781806946,11.805701732635498
23,0.6687538623809814,11.191587209701538
23,0.6833940148353577,11.295473337173462
24,0.6765525937080383,11.718501329421997
24,0.6525702476501465,11.909260988235474
24,0.6736940741539001,11.909806489944458
25,0.6721910834312439,11.051920413970947
25,0.6798869371414185,11.21881103515625
25,0.6760924458503723,11.20663857460022
25,0.7446628212928772,11.212300062179565
26,0.7045295238494873,11.747434139251709
26,0.7147308588027954,11.743507385253906
26,0.6468062996864319,11.679352521896362
27,0.7235207557678223,11.703834772109985
27,0.6363000273704529,11.511240482330322
28,0.6307457089424133,11.42254638671875
28,0.7226953506469727,11.56154203414917

29,0.6405341625213623,11.624496936798096
29,0.6581081748008728,11.767956972122192
29,0.6975266337394714,11.769809484481812
30,0.7167795300483704,11.422596454620361
30,0.716998279094696,11.535934448242188
30,0.6580085754394531,11.535691261291504
30,0.6876940727233887,11.541634798049927
31,0.6874584555625916,11.63237452507019
31,0.6505769491195679,11.713662147521973
31,0.6600024700164795,11.717438697814941
31,0.6324417591094971,11.732199668884277
32,0.6641340851783752,11.364667415618896
32,0.6886754631996155,11.358816862106323
32,0.6902807950973511,11.398752450942993
32,0.6785903573036194,11.242927312850952
33,0.6070386171340942,11.946776628494263
33,0.7266454696655273,11.939325094223022
33,0.7177387475967407,11.842990636825562
34,0.7194640636444092,11.273197889328003
34,0.709388792514801,11.431733846664429

34,0.7074357271194458,11.447423219680786
35,0.6533252000808716,11.673042058944702
35,0.6593214869499207,11.89628553390503
35,0.665226936340332,11.893086671829224
35,0.6596216559410095,11.908680200576782
36,0.6592704057693481,11.50451135635376
36,0.6681618690490723,11.675941705703735
36,0.6989961266517639,11.709508419036865
36,0.6810561418533325,11.650637865066528
37,0.7123329043388367,11.589144945144653
37,0.658359169960022,11.741422176361084
37,0.6950232982635498,11.776268005371094
38,0.641802191734314,11.19076681137085
38,0.7639907002449036,11.379230499267578
38,0.7069808840751648,11.345874071121216
Epoch 0: Average iteration time (excluding first iteration): 11.725815390285693
Epoch 0: Average iteration time (excluding first iteration): 11.724237448290774
Epoch 0: Average iteration time (excluding first iteration): 11.726436495780945
Epoch 0: Average iteration time (excluding first iteration): 11.576993590907046
