step,process_loss0,0.769170880317688
1,0.7817339897155762
2,0.6885839104652405
3,0.7662752866744995
4,0.7341868877410889
5,0.6909624338150024
6,0.6966148614883423
7,0.7157526016235352
8,0.712119460105896
9,0.7034932971000671
10,0.7326527237892151
11,0.6874642968177795
12,0.7637414336204529
13,0.7230793237686157
14,0.7237532734870911
15,0.6886764168739319
16,0.6889545321464539
17,0.6982187628746033
18,0.6667584776878357
19,0.6908093690872192
20,0.7104145288467407
21,0.7026562094688416
22,0.6937975287437439
23,0.6927495002746582
24,0.7211199998855591
25,0.7006632685661316
26,0.7189897298812866
27,0.6870840787887573
28,0.7022960782051086
29,0.7162225246429443
30,0.6898196935653687
31,0.7176744341850281
32,0.7306923270225525
33,0.6642029285430908
34,0.6779599189758301
35,0.6968522667884827
36,0.6906996369361877
37,0.6722519993782043
38,0.66780686378479
0,0.664467990398407
1,0.6756858229637146
2,0.6787503361701965
3,0.63865727186203
4,0.6459659337997437
5,0.6789073944091797
6,0.6684646010398865
7,0.6727049946784973
8,0.6336625218391418
9,0.6517199277877808
10,0.6575199961662292
11,0.6750133633613586
12,0.6474744081497192
13,0.6285075545310974
14,0.6034400463104248
15,0.6607325077056885
16,0.6847930550575256
17,0.6960576772689819
18,0.6231574416160583
19,0.6709081530570984
20,0.5783560872077942
21,0.6403183937072754
22,0.6562061309814453
23,0.614274263381958
24,0.6420649886131287
25,0.6628762483596802
26,0.6224582195281982
27,0.6251125335693359
28,0.6328685283660889
29,0.630185067653656
30,0.6000887155532837
31,0.569029688835144
32,0.643680989742279
33,0.5598978400230408
34,0.5408304333686829
35,0.7601435780525208
36,0.6590580940246582
37,0.5825825333595276
38,0.60081946849823
0,0.6291961073875427
1,0.5876451134681702
2,0.5566092729568481
3,0.5800958871841431
4,0.5509495139122009
5,0.5781616568565369
6,0.5673122406005859
7,0.568993866443634
8,0.5461384057998657
9,0.6265420317649841
10,0.5412376523017883
11,0.6300004124641418
12,0.5234324932098389
13,0.5420375466346741
14,0.573345959186554
15,0.5417899489402771
16,0.4953589141368866
17,0.5823370814323425
18,0.5453873872756958
19,0.549411952495575
20,0.5505642294883728
21,0.5734802484512329
22,0.6134502291679382
23,0.5761628150939941
24,0.4549552798271179
25,0.5112193822860718
26,0.5078672170639038
27,0.45952239632606506
28,0.5613540410995483
29,0.4941112995147705
30,0.6303368210792542
31,0.6403030753135681
32,0.5234085917472839
33,0.5231106877326965
34,0.5916783213615417
35,0.6037142276763916
36,0.6672989130020142
37,0.5231905579566956
38,0.5975737571716309
