step,process_loss,time
0,0.8975074887275696,10.133839845657349
0,0.9055360555648804,10.10794997215271
0,0.9412832856178284,9.12458086013794
1,0.8928709030151367,8.830259561538696
1,0.6271342635154724,9.105189561843872
2,0.7076496481895447,8.83981442451477
2,0.7261568903923035,8.831762552261353
2,0.733111560344696,8.841173887252808
2,0.6499286890029907,8.734477996826172
3,0.7530367374420166,8.885151863098145
3,0.6006006002426147,8.883561134338379
3,0.6400178074836731,8.872027397155762
3,0.6082603335380554,8.755563020706177
4,0.7481551170349121,8.609379291534424
4,0.6715896725654602,8.869385480880737
5,0.7163248062133789,8.507864713668823
5,0.6496524810791016,8.619212865829468
5,0.7736438512802124,8.620265483856201
6,0.6773862838745117,8.88383412361145
6,0.6816576719284058,8.912421226501465
6,0.6513295769691467,8.911439180374146
6,0.712179958820343,8.790634393692017
7,0.7204083800315857,8.844805240631104
7,0.7670220732688904,9.036121129989624
7,0.7240059971809387,9.030885457992554
8,0.6837247610092163,8.572703838348389
8,0.6956485509872437,8.66512155532837
8,0.6548187732696533,8.710678339004517
9,0.6736164689064026,8.921437501907349
9,0.7058277130126953,8.92295241355896
9,0.7025788426399231,8.798089504241943
10,0.6743226051330566,8.685859441757202
10,0.7347922921180725,8.860630750656128
10,0.6864630579948425,8.864779472351074
10,0.6588905453681946,8.855303764343262
11,0.6346275806427002,8.554263591766357
11,0.7404108047485352,8.68737268447876
11,0.6145504713058472,8.689635515213013
11,0.7301202416419983,8.699732780456543
12,0.6967118978500366,9.001986265182495
12,0.6975117921829224,9.018052577972412
12,0.7356266379356384,8.938354253768921
13,0.692125141620636,9.011178255081177
13,0.6838895082473755,8.986822843551636
13,0.6983460783958435,9.030113220214844
13,0.7202006578445435,8.874913215637207
14,0.6969020366668701,8.663297653198242
14,0.6942996382713318,8.861690521240234
14,0.7272282838821411,8.859283685684204
14,0.6441797018051147,8.825960874557495
15,0.6632837653160095,8.76484203338623
15,0.7235353589057922,8.878059148788452
15,0.6789698600769043,8.87269902229309
16,0.7012201547622681,8.576087236404419
16,0.6618312001228333,8.722901582717896
16,0.6519253849983215,8.758840322494507
17,0.6528066992759705,8.56511902809143
17,0.7106463313102722,8.754862785339355
17,0.7014889717102051,8.73602032661438
17,0.7012290954589844,8.725311279296875
18,0.6856709122657776,8.728248357772827
18,0.6868187785148621,8.87002968788147

18,0.6910011768341064,8.871145486831665
19,0.6888302564620972,8.673727750778198
19,0.6719107031822205,8.825091123580933
19,0.6754285097122192,8.828688383102417
20,0.6908309459686279,8.57174038887024
20,0.6566498875617981,8.714629173278809
20,0.6873687505722046,8.711944818496704
21,0.6993993520736694,8.827397346496582
21,0.6778276562690735,8.9598567485809321,0.6318873167037964,8.960105180740356
22,0.7325892448425293,8.856311798095703
22,0.6345015168190002,8.852308511734009
22,0.6204069256782532,8.860673904418945
23,0.6687539219856262,8.649406909942627
23,0.6833940148353577,8.759153604507446
24,0.6870583891868591,8.886242866516113
24,0.6736940741539001,8.902864456176758
24,0.6525703072547913,8.920248985290527
24,0.6765525937080383,8.85163950920105
25,0.6721910238265991,8.684582471847534
25,0.6760925054550171,8.879366874694824
25,0.6798869371414185,8.89868688583374
25,0.7446628212928772,8.896590948104858
26,0.6468062996864319,8.677436113357544
26,0.7045295238494873,8.82544994354248
26,0.7009886503219604,8.819372177124023
27,0.6362999677658081,8.791616916656494
27,0.6627845168113708,8.890931367874146
27,0.7235207557678223,8.895180225372314
28,0.6307457089424133,8.604465961456299
28,0.7231648564338684,8.78722620010376
28,0.7226952314376831,8.78736925125122
28,0.6681506037712097,8.78480839729309
29,0.6405341029167175,8.69216537475586
29,0.6134837865829468,8.818854808807373
29,0.6975266933441162,8.817498683929443
30,0.6580085754394531,8.997403621673584
30,0.7167795300483704,8.914777755737305
31,0.6874584555625916,8.690979957580566
31,0.6505770087242126,8.900811195373535
31,0.6600024700164795,8.90880799293518
32,0.6785902976989746,8.586881160736084
32,0.6902807950973511,8.684587717056274
32,0.6886755228042603,8.704968452453613
32,0.66413414478302,8.69707727432251
33,0.7177388668060303,8.935637950897217
33,0.7266455292701721,9.167022943496704
33,0.6778713464736938,9.136008501052856
34,0.7074357271194458,8.961781024932861
34,0.7093888521194458,8.961886882781982
34,0.7194638848304749,8.801462888717651
35,0.6533253192901611,8.615420818328857
35,0.6593214869499207,8.755106687545776
35,0.665226936340332,8.754557847976685
35,0.6596215963363647,8.75798511505127
36,0.6681618094444275,9.106358051300049
36,0.681056022644043,9.113270998001099
36,0.6989960670471191,9.08666181564331
36,0.6592704653739929,8.91739296913147
37,0.7123329043388367,8.622478008270264
37,0.6897829174995422,8.809220790863037
37,0.658359169960022,8.800284147262573
37,0.6950232982635498,8.778774499893188
38,0.6418021321296692,8.245193243026733
38,0.7069808840751648,8.365827083587646
38,0.7639907002449036,8.372466325759888
Epoch 0: Average iteration time (excluding first iteration): 8.856483942583987
Epoch 0: Average iteration time (excluding first iteration): 8.855595507119832
Epoch 0: Average iteration time (excluding first iteration): 8.853585851819892
Epoch 0: Average iteration time (excluding first iteration): 8.70666426106503
